shortDate,Time,Benutzer,kleine Änderung,Kommentar,Größenänderung in Bytes,Größe in Bytes,ID,Date&Time
2011-05-06,14:51,Toter Alter Mann,k,"HC: neuer Sortierschlüssel für <a href=""/wiki/Kategorie:Populismus"" title=""Kategorie:Populismus"">Kategorie:Populismus: "" """,+2‎ ,29.335,88525199,2011-05-06T14:51:00Z
2011-05-06,14:20,Toter Alter Mann,k,"HC: Ergänze <a href=""/wiki/Kategorie:Populismus"" title=""Kategorie:Populismus"">Kategorie:Populismus",+25‎ ,29.333,88524016,2011-05-06T14:20:00Z
2011-03-30,21:54,Louis Wu,k,Wikilinks,+54‎ ,29.308,87104828,2011-03-30T21:54:00Z
2011-03-21,19:43,AlMa77,k,,+4‎ ,29.254,86743710,2011-03-21T19:43:00Z
2011-03-10,18:39,81.207.20.42,,,-5‎ ,29.25,86284554,2011-03-10T18:39:00Z
2011-03-09,18:27,Braveheart,,Unbelegte Änderung,-3‎ ,29.255,86244075,2011-03-09T18:27:00Z
2011-03-09,15:43,Curtoluzzi,,,+1‎ ,29.258,86236890,2011-03-09T15:43:00Z
2011-03-09,15:42,Curtoluzzi,,,+2‎ ,29.257,86236868,2011-03-09T15:42:00Z
2011-02-28,16:26,Voskos,k,→‎Literatur:  Literatur der IP Wikifiziert,+3‎ ,29.255,85876706,2011-02-28T16:26:00Z
2011-02-14,21:34,89.204.153.109,,,+171‎ ,29.252,85297410,2011-02-14T21:34:00Z
2011-02-14,20:24,Pilettes,,→‎Linkspopulismus:  typo,+1‎ ,29.081,85294285,2011-02-14T20:24:00Z
2011-01-26,00:04,Sambalolec,,→‎Literatur,+117‎ ,29.08,84409597,2011-01-26T00:04:00Z
2011-01-19,05:23,WikitanvirBot,k,ko:인기영합주의,+6‎ ,28.963,84098311,2011-01-19T05:23:00Z
2011-01-16,14:55,U-96,k,,+25‎ ,28.957,83957710,2011-01-16T14:55:00Z
2010-11-17,11:44,Braveheart,,HerrmannWalter wurde rückgängig gemacht. Unbegründete Änderung,+7‎ ,28.932,81604007,2010-11-17T11:44:00Z
2010-11-17,11:41,HerrmannWalter,,,-7‎ ,28.925,81603926,2010-11-17T11:41:00Z
2010-11-14,01:22,SkySilver,k,→‎Linkspopulismus,-1‎ ,28.932,81481321,2010-11-14T01:22:00Z
2010-11-13,23:45,Toter Alter Mann,k,→‎Richtungen des Populismus:  Damit das Geschrei einmal ein Ende hat; Seitenzahlen + Details liefere ich ab morgen nach,+787‎ ,28.933,81478196,2010-11-13T23:45:00Z
2010-11-13,22:53,Vicki Reitta,,→‎Rechtspopulismus,+36‎ ,28.146,81476225,2010-11-13T22:53:00Z
2010-11-07,06:48,Mielemau,,typo,-3‎ ,28.11,81206248,2010-11-07T06:48:00Z
2010-11-07,06:46,Mielemau,,wegen-Genitiv + typo,0‎ ,28.113,81206230,2010-11-07T06:46:00Z
2010-10-26,21:03,Casra,,"-eingefügten (zudem undifferenzierten) pov von 00:23, 26. Sep. 2010",-595‎ ,28.113,80763224,2010-10-26T21:03:00Z
2010-10-26,19:03,Braveheart,k,Goldplie wurde rückgängig gemacht. Geschwurbel,-13‎ ,28.708,80758448,2010-10-26T19:03:00Z
2010-10-26,18:55,Goldplie,k,,+13‎ ,28.721,80758143,2010-10-26T18:55:00Z
2010-10-24,22:51,ArthurBot,k,simple:Populist Movement,+29‎ ,28.708,80683378,2010-10-24T22:51:00Z
2010-10-24,00:16,93.129.37.207,,,-2‎ ,28.679,80646980,2010-10-24T00:16:00Z
2010-10-11,13:44,Braveheart,,→‎Rechtspopulismus:  Gibt ja jetzt einen Hauptartikel,+14‎ ,28.681,80152139,2010-10-11T13:44:00Z
2010-10-11,13:26,SkySilver,,→‎Links- und Rechtspopulismus,+24‎ ,28.667,80151500,2010-10-11T13:26:00Z
2010-09-26,01:04,Pincerno,k,Formatierung,-2‎ ,28.643,79550709,2010-09-26T01:04:00Z
2010-09-26,00:23,93.135.49.186,,,+597‎ ,28.645,79549403,2010-09-26T00:23:00Z
2010-09-26,00:11,Björn Bornhöft,k,"93.135.49.186 (<a href=""/w/index.php?title=Benutzer_Diskussion:93.135.49.186&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:93.135.49.186 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Casra"" title=""Benutzer:Casra"">Casra wiederhergestellt",+1.161‎ ,28.048,79549005,2010-09-26T00:11:00Z
2010-09-26,00:11,93.135.49.186,,,-1.161‎ ,26.887,79548999,2010-09-26T00:11:00Z
2010-09-25,16:55,Casra,k,→‎Literatur:  einzelner Unterabschnitt,-6‎ ,28.048,79533367,2010-09-25T16:55:00Z
2010-09-25,16:44,Casra,,"→‎„Populism“ in den USA:  widerspricht der Literatur im Hauptartikel; Inhalt von dort (und engl. Wiki) übernommen (hier wurde heutige ""Liebe zum Landleben"" mit der historischen Partei verwechselt)",+860‎ ,28.054,79533022,2010-09-25T16:44:00Z
2010-09-20,01:32,Toter Alter Mann,k,→‎Links- und Rechtspopulismus,+21‎ ,27.194,79312488,2010-09-20T01:32:00Z
2010-09-15,12:08,Nothere,k,,-1‎ ,27.173,79132429,2010-09-15T12:08:00Z
2010-09-09,22:06,Toter Alter Mann,k,217.185.228.147 wurde rückgängig gemacht. Literaturspam,-190‎ ,27.174,78923817,2010-09-09T22:06:00Z
2010-09-09,20:39,217.185.228.147,,→‎Rechtspopulismus,+190‎ ,27.364,78920171,2010-09-09T20:39:00Z
2010-09-06,11:18,77.190.16.130,,,-86‎ ,27.174,78770377,2010-09-06T11:18:00Z
2010-09-04,19:53,Toter Alter Mann,k,→‎Links- und Rechtspopulismus,+14‎ ,27.26,78710105,2010-09-04T19:53:00Z
2010-08-14,19:05,Benatrevqre,,lnk,+38‎ ,27.246,77836786,2010-08-14T19:05:00Z
2010-08-14,18:38,Benatrevqre,,,+8‎ ,27.208,77836089,2010-08-14T18:38:00Z
2010-08-14,18:36,Benatrevqre,,,+75‎ ,27.2,77836035,2010-08-14T18:36:00Z
2010-08-12,16:59,Häuslebauer,,→‎Links- und Rechtspopulismus:  Aussage im Kontext unklar,-136‎ ,27.125,77759418,2010-08-12T16:59:00Z
2010-08-12,16:58,Häuslebauer,,→‎Links- und Rechtspopulismus:  Formulierung,-46‎ ,27.261,77759367,2010-08-12T16:58:00Z
2010-08-12,15:54,Vergelter,k,→‎Links- und Rechtspopulismus:  muss/kann man nicht auf diese Epoche beschränken,-22‎ ,27.307,77757034,2010-08-12T15:54:00Z
2010-08-12,15:53,Vergelter,k,→‎Links- und Rechtspopulismus:  Ausdruck,+6‎ ,27.329,77756960,2010-08-12T15:53:00Z
2010-08-12,15:49,Vergelter,k,→‎Links- und Rechtspopulismus:  Link,+4‎ ,27.323,77756827,2010-08-12T15:49:00Z
2010-08-09,15:41,Ipafes,,→‎Rechtspopulismus,+242‎ ,27.319,77632676,2010-08-09T15:41:00Z
2010-07-23,21:48,Felix König,k,→‎Links- und Rechtspopulismus:  typos,+1‎ ,27.077,76998068,2010-07-23T21:48:00Z
2010-07-23,21:47,Felix König,k,"→‎Links- und Rechtspopulismus:  linkfixes, tippo Autokorrektur",+67‎ ,27.076,76998039,2010-07-23T21:47:00Z
2010-07-16,08:52,Charmrock,,→‎Links- und Rechtspopulismus:  einseitige Darstellung mit Gegenposition kontrastiert,+372‎ ,27.009,76715367,2010-07-16T08:52:00Z
2010-07-15,10:05,KarlV,,"→‎Links- und Rechtspopulismus:  kann weg, oder?",-18‎ ,26.637,76681942,2010-07-15T10:05:00Z
2010-07-15,10:01,KarlV,,→‎Links- und Rechtspopulismus,+404‎ ,26.655,76681805,2010-07-15T10:01:00Z
2010-07-14,17:28,Charmrock,,"→‎Links- und Rechtspopulismus:  siehe DS. TF raus, Belegtes dringelassen, aber neutral ist das natürlich immer noch nicht.",-778‎ ,26.251,76661672,2010-07-14T17:28:00Z
2010-07-14,13:58,Zaphiro,k,"typo, fixquote+",+118‎ ,27.029,76654498,2010-07-14T13:58:00Z
2010-07-14,13:56,Zaphiro,k,→‎Wirkmechanismen:  typo,0‎ ,26.911,76654451,2010-07-14T13:56:00Z
2010-07-14,13:46,Charmrock,,→‎Links- und Rechtspopulismus,-38‎ ,26.911,76653791,2010-07-14T13:46:00Z
2010-07-14,13:45,Charmrock,,→‎Links- und Rechtspopulismus:  Neoliberalismus dient hier als Kampfbegriff,-18‎ ,26.949,76653725,2010-07-14T13:45:00Z
2010-07-14,13:40,Charmrock,,→‎Links- und Rechtspopulismus:  NPOV-Hinweis,+18‎ ,26.967,76653215,2010-07-14T13:40:00Z
2010-06-30,13:45,Akii,,"→‎Geschichte:  Jahreszahl korrigiert, siehe Art. Populist Party",+5‎ ,26.949,76158318,2010-06-30T13:45:00Z
2010-06-01,22:26,Spam,,→‎Links- und Rechtspopulismus:   Abstand,+1‎ ,26.944,75069120,2010-06-01T22:26:00Z
2010-06-01,22:26,Spam,,→‎Links- und Rechtspopulismus:   laut Artikel,+43‎ ,26.943,75069109,2010-06-01T22:26:00Z
2010-05-28,13:15,Savin 2005,k,"193.170.221.54 (<a href=""/wiki/Benutzer_Diskussion:193.170.221.54"" title=""Benutzer Diskussion:193.170.221.54"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Gerhardvalentin"" title=""Benutzer:Gerhardvalentin"">Gerhardvalentin wiederhergestellt",0‎ ,26.9,74881130,2010-05-28T13:15:00Z
2010-05-28,13:14,193.170.221.54,,→‎Populismus als Strategie,0‎ ,26.9,74881122,2010-05-28T13:14:00Z
2010-05-06,00:05,Gerhardvalentin,k,"83.164.40.212 (<a href=""/w/index.php?title=Benutzer_Diskussion:83.164.40.212&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:83.164.40.212 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Playmobilonhishorse"" title=""Benutzer:Playmobilonhishorse"">Playmobilonhishorse wiederhergestellt",-15‎ ,26.9,74015319,2010-05-06T00:05:00Z
2010-05-05,17:12,83.164.40.212,,→‎Links- und Rechtspopulismus,+15‎ ,26.915,73999785,2010-05-05T17:12:00Z
2010-04-17,11:13,Playmobilonhishorse,k,"→‎Rechtspopulismus:  Links: <a href=""/wiki/VS_Verlag_f%C3%BCr_Sozialwissenschaften"" class=""mw-redirect"" title=""VS Verlag für Sozialwissenschaften"">VS Verlag für Sozialwissenschaften, <a href=""/wiki/VDM_Verlag_Dr._M%C3%BCller"" class=""mw-redirect"" title=""VDM Verlag Dr. Müller"">VDM Verlag Dr. Müller",+8‎ ,26.9,73241407,2010-04-17T11:13:00Z
2010-03-18,23:43,Gerhardvalentin,k,"91.64.126.59 (<a href=""/w/index.php?title=Benutzer_Diskussion:91.64.126.59&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:91.64.126.59 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/w/index.php?title=Benutzer:131.220.171.240&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer:131.220.171.240 (Seite nicht vorhanden)"">131.220.171.240 wiederhergestellt",-1‎ ,26.892,72063287,2010-03-18T23:43:00Z
2010-03-18,23:39,91.64.126.59,,→‎Der Begriff,+1‎ ,26.893,72063131,2010-03-18T23:39:00Z
2010-03-18,17:59,131.220.171.240,,→‎Sozialwissenschaft:  Definiton der Encyclopedia of Democracy sowie aktuelle fachwissenschaftliche Quelle eingearbeitet,+1.672‎ ,26.892,72050107,2010-03-18T17:59:00Z
2010-03-18,14:09,Gerhardvalentin,k,"89.247.252.53 (<a href=""/w/index.php?title=Benutzer_Diskussion:89.247.252.53&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:89.247.252.53 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:Der.Traeumer"" title=""Benutzer:Der.Traeumer"">Der.Traeumer wiederhergestellt",-2‎ ,25.22,72039151,2010-03-18T14:09:00Z
2010-03-18,14:03,89.247.252.53,,→‎Der Begriff,+2‎ ,25.222,72038905,2010-03-18T14:03:00Z
2010-03-18,14:02,Der.Traeumer,k,89.247.252.53 rückgängig gemacht und letzte Version von Der.Traeumer wiederhergestellt,-16‎ ,25.22,72038857,2010-03-18T14:02:00Z
2010-03-18,14:01,89.247.252.53,,→‎Der Begriff,+16‎ ,25.236,72038848,2010-03-18T14:01:00Z
2010-03-18,14:01,Der.Traeumer,k,89.247.252.53 rückgängig gemacht und letzte Version von Häuslebauer wiederhergestellt,+1.537‎ ,25.22,72038811,2010-03-18T14:01:00Z
2010-03-18,14:01,89.247.252.53,,→‎Der Begriff,-1.537‎ ,23.683,72038806,2010-03-18T14:01:00Z
2010-03-08,01:19,Häuslebauer,,Siehe Disku,-33‎ ,25.22,71589867,2010-03-08T01:19:00Z
2010-03-07,20:02,Timk70,k,80.146.67.206 rückgängig gemacht und letzte Version von Jwezel wiederhergestellt,+1.345‎ ,25.253,71577694,2010-03-07T20:02:00Z
2010-03-07,20:02,80.146.67.206,,→‎Umgangssprache,-1.345‎ ,23.908,71577684,2010-03-07T20:02:00Z
2010-03-07,13:07,Jwezel,,,+33‎ ,25.253,71558269,2010-03-07T13:07:00Z
2010-03-06,14:21,Häuslebauer,,→‎Links- und Rechtspopulismus:  WIe hat sich der Satz denn da rein verirrt? (Siehe auch Disku),-97‎ ,25.22,71519264,2010-03-06T14:21:00Z
2010-03-05,18:49,Jivee Blau,k,217.233.30.114 rückgängig gemacht und letzte Version von Pittimann wiederhergestellt,+11‎ ,25.317,71491019,2010-03-05T18:49:00Z
2010-03-05,18:48,217.233.30.114,,,-11‎ ,25.306,71491010,2010-03-05T18:48:00Z
2010-03-05,10:13,Pittimann,,→‎Links- und Rechtspopulismus:  ergänzt,+51‎ ,25.317,71472661,2010-03-05T10:13:00Z
2010-03-05,09:58,Pittimann,k,"109.192.186.140 (<a href=""/w/index.php?title=Benutzer_Diskussion:109.192.186.140&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:109.192.186.140 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/wiki/Benutzer:TXiKiBoT"" title=""Benutzer:TXiKiBoT"">TXiKiBoT wiederhergestellt",-50‎ ,25.266,71472292,2010-03-05T09:58:00Z
2010-03-05,09:58,109.192.186.140,,→‎Links- und Rechtspopulismus,+50‎ ,25.316,71472286,2010-03-05T09:58:00Z
2010-02-02,15:33,TXiKiBoT,k,ko:포퓰리즘,+20‎ ,25.266,70134218,2010-02-02T15:33:00Z
2010-01-30,04:56,87.245.91.33,,→‎Literatur:  erg. ff...,+501‎ ,25.246,69987223,2010-01-30T04:56:00Z
2010-01-30,03:50,87.245.91.33,,→‎Literatur:  erg,+441‎ ,24.745,69986592,2010-01-30T03:50:00Z
2010-01-28,17:45,De rien,,,+82‎ ,24.304,69924456,2010-01-28T17:45:00Z
2010-01-21,02:36,Stephan Hense,,→‎Siehe auch,+37‎ ,24.222,69595226,2010-01-21T02:36:00Z
2010-01-11,00:02,GrouchoBot,k,af:Populisme,+17‎ ,24.185,69127531,2010-01-11T00:02:00Z
2009-12-20,16:13,Ziko,,kleine überarbeitung,-153‎ ,24.168,68235378,2009-12-20T16:13:00Z
2009-12-20,15:58,Ziko,,→‎Links- und Rechtspopulismus:  lf; gibt der link nicht her,-10‎ ,24.321,68234811,2009-12-20T15:58:00Z
2009-12-20,15:56,Ziko,,→‎Geschichte,0‎ ,24.331,68234697,2009-12-20T15:56:00Z
2009-12-09,17:53,TXiKiBoT,k,sh:Populizam,+17‎ ,24.331,67794663,2009-12-09T17:53:00Z
2009-11-29,18:22,80.219.171.226,,→‎Links- und Rechtspopulismus,+1‎ ,24.314,67412395,2009-11-29T18:22:00Z
2009-11-29,18:20,80.219.171.226,,→‎Links- und Rechtspopulismus,+1‎ ,24.313,67412290,2009-11-29T18:20:00Z
2009-11-22,23:53,Ralf Roletschek,,,-11‎ ,24.312,67143763,2009-11-22T23:53:00Z
2009-09-19,17:58,D'ohBot,k,lv:Populisms,+17‎ ,24.323,64691312,2009-09-19T17:58:00Z
2009-09-18,03:43,Katzenzüchter,,→‎Literatur:  Richard Faber,+80‎ ,24.306,64637670,2009-09-18T03:43:00Z
2009-09-14,16:12,Howwi,k,"78.48.76.20 (<a href=""/w/index.php?title=Benutzer_Diskussion:78.48.76.20&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:78.48.76.20 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/w/index.php?title=Benutzer:91.113.81.163&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer:91.113.81.163 (Seite nicht vorhanden)"">91.113.81.163 wiederhergestellt",-11‎ ,24.226,64503093,2009-09-14T16:12:00Z
2009-09-14,16:12,78.48.76.20,,,+11‎ ,24.237,64503075,2009-09-14T16:12:00Z
2009-08-03,21:50,91.113.81.163,,→‎Populismus und Medien,+18‎ ,24.226,62937124,2009-08-03T21:50:00Z
2009-06-12,21:19,Braveheart,,"Roses in love wurde rückgängig gemacht. Völlig unbelegte Theoriefindung, danke vielmals fürs Sperren dieser Socke",+260‎ ,24.208,61090590,2009-06-12T21:19:00Z
2009-06-12,21:18,Roses in love,k,"Rv, sachlich unbegründete Hinzufügung",-260‎ ,23.948,61090572,2009-06-12T21:18:00Z
2009-06-12,21:10,Gustav von Aschenbach,,"Rv, sachlich unbegründete Löschung",+260‎ ,24.208,61090355,2009-06-12T21:10:00Z
2009-06-12,21:10,Roses in love,,"+ ""Der Kampfbegriff""",+17‎ ,23.948,61090332,2009-06-12T21:10:00Z
2009-06-12,21:09,Roses in love,,Nebensatz entfernt da alles samt und sonders theoriefindend war.,-277‎ ,23.931,61090312,2009-06-12T21:09:00Z
2009-06-11,07:47,Bosta,,→‎Sozialwissenschaft:  lf,+25‎ ,24.208,61019494,2009-06-11T07:47:00Z
2009-06-07,23:42,Häuslebauer,k,"212.201.76.41 wurde rückgängig gemacht. Nicht begründet, nicht belegt und widerspricht angegebenen Quellen...",+1‎ ,24.183,60892165,2009-06-07T23:42:00Z
2009-06-06,21:47,212.201.76.41,,→‎Links- und Rechtspopulismus:  ad,-1‎ ,24.182,60851523,2009-06-06T21:47:00Z
2009-04-13,17:55,Häuslebauer,k,,-1‎ ,24.183,58983317,2009-04-13T17:55:00Z
2009-04-11,12:25,217.184.0.61,,→‎Rechtspopulismus:  1 Ergänzung sowie Umsortierung nach Alphabet,+202‎ ,24.184,58909768,2009-04-11T12:25:00Z
2009-04-10,21:25,Sambalolec,k,→‎Rechtspopulismus,+197‎ ,23.982,58894468,2009-04-10T21:25:00Z
2009-04-08,15:47,RibotBOT,k,ca:Populisme,+17‎ ,23.785,58817509,2009-04-08T15:47:00Z
2009-03-13,14:41,Häuslebauer,,89.247.235.160 wurde rückgängig gemacht. Begründung?,+37‎ ,23.768,57825135,2009-03-13T14:41:00Z
2009-03-12,23:55,89.247.235.160,,,-37‎ ,23.731,57806770,2009-03-12T23:55:00Z
2009-03-11,03:48,Häuslebauer,,"89.61.72.46 wurde rückgängig gemacht. Bitte belegen, dass dies so in relevanten Definitionen dargestellt wird",+1‎ ,23.768,57726212,2009-03-11T03:48:00Z
2009-03-11,03:15,89.61.72.46,,,-1‎ ,23.767,57725880,2009-03-11T03:15:00Z
2009-03-09,20:20,Kai-Hendrik,k,→‎Populismus als Strategie:  - BKL,0‎ ,23.768,57663125,2009-03-09T20:20:00Z
2009-03-04,20:53,Häuslebauer,,84.119.66.142 wurde rückgängig gemacht. Aufzählung nur von Beispielen möglich,-42‎ ,23.768,57449002,2009-03-04T20:53:00Z
2009-03-04,10:01,84.119.66.142,,→‎Links- und Rechtspopulismus,+42‎ ,23.81,57422096,2009-03-04T10:01:00Z
2009-03-02,07:00,Xqbot,k,"et:Populism, Kleinigkeiten",+21‎ ,23.768,57329185,2009-03-02T07:00:00Z
2009-02-15,03:22,Niteshift,k,"Benzin, K,  using <a href=""/wiki/Wikipedia:AutoWikiBrowser"" title=""Wikipedia:AutoWikiBrowser"">AWB",+14‎ ,23.747,56676696,2009-02-15T03:22:00Z
2009-01-14,03:24,TXiKiBoT,k,hr:Populizam,+17‎ ,23.733,55304217,2009-01-14T03:24:00Z
2009-01-06,01:21,Divinator,k,→‎Populismus und Medien,+1‎ ,23.716,54965579,2009-01-06T01:21:00Z
2008-11-26,09:11,Asthma,k,,+28‎ ,23.715,53438459,2008-11-26T09:11:00Z
2008-11-14,00:10,89.247.29.9,,→‎Rechtspopulismus,+203‎ ,23.687,52964661,2008-11-14T00:10:00Z
2008-11-06,20:20,83.79.72.180,,→‎Populismus und Medien,+27‎ ,23.484,52697534,2008-11-06T20:20:00Z
2008-10-21,16:39,Häuslebauer,,"Gemeint sind schon ""extrem rechten"" bzw. ""rechtsextremen"" (siehe Quellen)",+7‎ ,23.457,52081674,2008-10-21T16:39:00Z
2008-10-21,10:13,83.171.178.120,,→‎Links- und Rechtspopulismus,-7‎ ,23.45,52068324,2008-10-21T10:13:00Z
2008-10-13,11:12,Häuslebauer,,Quellen-Baustein,+12‎ ,23.457,51773516,2008-10-13T11:12:00Z
2008-10-12,20:44,80.121.66.9,,,0‎ ,23.445,51757526,2008-10-12T20:44:00Z
2008-10-10,14:53,Suit,,→‎Links- und Rechtspopulismus:   genus,0‎ ,23.445,51688879,2008-10-10T14:53:00Z
2008-10-02,15:20,195.4.195.99,,→‎Geschichte,-6‎ ,23.445,51391449,2008-10-02T15:20:00Z
2008-09-30,08:59,Keloid,k,,+2‎ ,23.451,51307613,2008-09-30T08:59:00Z
2008-09-24,17:18,Häuslebauer,,Link korrigiert,+20‎ ,23.449,51108554,2008-09-24T17:18:00Z
2008-09-24,15:13,Häuslebauer,,→‎Links- und Rechtspopulismus,0‎ ,23.429,51104417,2008-09-24T15:13:00Z
2008-09-21,20:16,Savin 2005,k,"80.108.172.170 (<a href=""/w/index.php?title=Benutzer_Diskussion:80.108.172.170&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer Diskussion:80.108.172.170 (Seite nicht vorhanden)"">Diskussion) rückgängig gemacht und letzte Version von <a href=""/w/index.php?title=Benutzer:Andreas_Aerni&amp;action=edit&amp;redlink=1"" class=""new"" title=""Benutzer:Andreas Aerni (Seite nicht vorhanden)"">Andreas Aerni wiederhergestellt",0‎ ,23.429,51001769,2008-09-21T20:16:00Z
2008-09-21,20:16,80.108.172.170,,→‎Literatur,0‎ ,23.429,51001741,2008-09-21T20:16:00Z
2008-09-12,11:59,Andreas Aerni,k,Korrektur (belglische),-1‎ ,23.429,50650843,2008-09-12T11:59:00Z
2008-09-06,19:05,Fritzen,,"→‎Geschichte:  ""mehr oder weniger"" ist ne ziemliche Null-Aussage",-127‎ ,23.43,50446798,2008-09-06T19:05:00Z
2008-09-06,19:04,Fritzen,,"→‎Umgangssprache:  das tun sowohl Obama als auch McCain/Palin, das ist in den USA einfach Teil der politischen Kultur; Populismus hat nicht notwendig mit Popularität zu tun",-278‎ ,23.557,50446726,2008-09-06T19:04:00Z
2008-09-05,17:29,Fritzen,k,→‎Literatur,-1‎ ,23.835,50400864,2008-09-05T17:29:00Z
2008-09-05,17:28,Fritzen,,"→‎Wirkmechanismen:  Kompromissformulierung, für den Ausnahmefall von Populisten in der Regierung passt das mit Establishment ja tatsächlich nicht",+51‎ ,23.836,50400824,2008-09-05T17:28:00Z
2008-09-02,19:19,Sefo,,"Rev, ja, aber eben nicht für alle Arten (das ist doch nicht strittig?, sonst gibt Bescheid->Diskuseite), daher ist eine allgemeine Formulierung (der Gegner kann ja z.B. das ""Establisment"" sein) besser",-5‎ ,23.785,50280811,2008-09-02T19:19:00Z
2008-09-02,19:09,Häuslebauer,,Eine Anti-Establishment ist jedenfalls für Rechtspopulismus zentrales Merkmal,+5‎ ,23.79,50280489,2008-09-02T19:09:00Z
2008-09-02,19:04,Sefo,k,"→‎Wirkmechanismen:  Teilrev bzw. allgemeiner, das ist sonst nicht logisch (z.B. im Falle von Populismus bei Regierungsparteien)",-2‎ ,23.785,50280331,2008-09-02T19:04:00Z
2008-08-30,00:23,Golden State,,"→‎Wirkmechanismen:  es geht den Populisten nicht einfach um kurzfristige Popularität, sondern die ""Missstände"" müssen auch den Eliten angelastet werden können",-57‎ ,23.787,50143417,2008-08-30T00:23:00Z
2008-08-30,00:10,Golden State,k,→‎Links- und Rechtspopulismus:  typo,-2‎ ,23.844,50143102,2008-08-30T00:10:00Z
2008-08-27,23:36,Malik17,k,,-17‎ ,23.846,50068201,2008-08-27T23:36:00Z
2008-08-22,00:41,Golden State,k,typo,-1‎ ,23.863,49834483,2008-08-22T00:41:00Z
2008-08-22,00:39,Golden State,,Externer Link auf Quelle,+225‎ ,23.864,49834438,2008-08-22T00:39:00Z
2008-08-21,08:27,Golden State,,→‎Populismus als Strategie,+11‎ ,23.639,49796992,2008-08-21T08:27:00Z
2008-08-21,08:24,Golden State,,"habe den Artikel auch gelesen, das ist ja dort nicht als positiv gemeint",-30‎ ,23.628,49796958,2008-08-21T08:24:00Z
2008-08-19,12:03,Aidan Campbell-Balfour,,,+1.002‎ ,23.658,49722695,2008-08-19T12:03:00Z
2008-08-18,19:51,Häuslebauer,,Revert - siehe Disku,+12‎ ,22.656,49700508,2008-08-18T19:51:00Z
2008-08-18,17:03,Devere,,"da steht: ""Rechtspartei"" u. ""Rechtsaußenpartei"". Gibt es keine bessere Quelle, die konkret auf Frage Rechtspopulismus und Rep eingeht? Dann wäre alles klar",-12‎ ,22.644,49693744,2008-08-18T17:03:00Z
2008-08-18,16:42,Häuslebauer,,Revert: Siehe Quelle,+12‎ ,22.656,49692911,2008-08-18T16:42:00Z
2008-08-18,16:40,Devere,,"→‎Links- und Rechtspopulismus:  Reps fallen doch unter ""traditioneller Rechtsextremismus""",-12‎ ,22.644,49692803,2008-08-18T16:40:00Z
2008-08-13,05:17,Häuslebauer,k,Einheitliche Formatierung der Fußnoten,+27‎ ,22.656,49488985,2008-08-13T05:17:00Z
2008-08-13,05:11,Häuslebauer,k,→‎Links- und Rechtspopulismus,+4‎ ,22.629,49488960,2008-08-13T05:11:00Z
2008-08-13,05:11,Häuslebauer,k,→‎Links- und Rechtspopulismus,0‎ ,22.625,49488958,2008-08-13T05:11:00Z
2008-08-13,05:10,Häuslebauer,,Absatz zu Rechtspopulismus in Deutschland (weitere Quellen können bei Bedarf nachgeliefert werden),+1.122‎ ,22.625,49488956,2008-08-13T05:10:00Z
2008-08-13,02:01,Häuslebauer,k,Bessere Überleitung zwischen den beiden Absätzen,+7‎ ,21.503,49487417,2008-08-13T02:01:00Z
2008-08-13,02:00,Häuslebauer,,Ups hatte ich zwar angekündigt zu löschen (siehe Disku) aber vergessen,-354‎ ,21.496,49487407,2008-08-13T02:00:00Z
2008-08-13,01:58,Häuslebauer,,"Diese Idealtypen in Reinform wird mensch wohl nirgends anfinden, es sind eher immer Schnittmengen mit unterschiedlichen Akzenten",+4‎ ,21.85,49487381,2008-08-13T01:58:00Z
2008-08-08,17:27,Blaufisch,,bitte nicht einfach löschen sondern zunächst auf Diskuseite ansprechen,+2.293‎ ,21.846,49320477,2008-08-08T17:27:00Z
2008-08-08,17:24,212.201.70.127,,eine demokratisch partei wie die SVP als rechtsextrem zu beschimpfen ist verleugnung und kann gerichtlich bestraft werden,-1‎ ,19.553,49320413,2008-08-08T17:24:00Z
